# util_output: detail

# resource	operation	var	loadBucket	startBucket	bktLength	rate	load
1106_Royale+Shyne_ATTCAP-x-1106_Royale+Shyne_ATTCAP	0030W101_1106_M-at-1106-186260	OP115753T007	2017-08-01	2017-08-01	 15	 20000	 40000
1106_Royale+Shyne_ATTCAP-x-1106_Royale+Shyne_ATTCAP	00299668_1106_M-at-1106-186225	OP330079T007	2017-08-01	2017-08-01	 15	 20000	 20000
1106_Royale+Shyne_ATTCAP-x-1106_Royale+Shyne_ATTCAP	00299699_1106_M-at-1106-186230	OP592130T007	2017-08-01	2017-08-01	 15	 20000	 20000
1106_Royale+Shyne_ATTCAP-x-1106_Royale+Shyne_ATTCAP	00300997_1106_M-at-1106-186245	OP057463T008	2017-08-16	2017-08-16	 16	 20000	 260000
1106_Royale+Shyne_ATTCAP-x-1106_Royale+Shyne_ATTCAP	0030W101_1106_M-at-1106-186260	OP115753T008	2017-08-16	2017-08-16	 16	 20000	 60000
1106_Royale+Shyne_ATTCAP-x-1106_Royale+Shyne_ATTCAP	00299699_1106_M-at-1106-186230	OP592130T008	2017-08-16	2017-08-16	 16	 20000	 20000

1107_YELLOW_4LTR_ATTCAP-x-1107_YELLOW_4LTR_ATTCAP	00689169243_1107_P-at-1107-186822	OP474139T003	2017-06-01	2017-06-01	 15	 7000	 7000
1107_YELLOW_4LTR_ATTCAP-x-1107_YELLOW_4LTR_ATTCAP	00689224243_1107_P-at-1107-186827	OP513008T003	2017-06-01	2017-06-01	 15	 5000	 5000
1107_YELLOW_4LTR_ATTCAP-x-1107_YELLOW_4LTR_ATTCAP	00119185241_1107_P-at-1107-186530	OP574675T003	2017-06-01	2017-06-01	 15	 1	 6500
1107_YELLOW_4LTR_ATTCAP-x-1107_YELLOW_4LTR_ATTCAP	0012B102243_1107_P-at-1107-186566	OP089004T004	2017-06-16	2017-06-16	 15	 6000	 6000
1107_YELLOW_4LTR_ATTCAP-x-1107_YELLOW_4LTR_ATTCAP	00119185241_1107_P-at-1107-186530	OP574675T004	2017-06-16	2017-06-16	 15	 1	 6500
1107_YELLOW_4LTR_ATTCAP-x-1107_YELLOW_4LTR_ATTCAP	00129189243_1107_P-at-1107-186551	OP030276T005	2017-07-01	2017-07-01	 15	 1	 10000
1107_YELLOW_4LTR_ATTCAP-x-1107_YELLOW_4LTR_ATTCAP	00519603243_1107_P-at-1107-186698	OP433811T005	2017-07-01	2017-07-01	 15	 4000	 8000
1107_YELLOW_4LTR_ATTCAP-x-1107_YELLOW_4LTR_ATTCAP	00309180241_1107_P-at-1107-186665	OP452667T006	2017-07-16	2017-07-16	 16	 14000	 14000
1107_YELLOW_4LTR_ATTCAP-x-1107_YELLOW_4LTR_ATTCAP	00129189243_1107_P-at-1107-186551	OP030276T007	2017-08-01	2017-08-01	 15	 1	 10000
1107_YELLOW_4LTR_ATTCAP-x-1107_YELLOW_4LTR_ATTCAP	0012B102243_1107_P-at-1107-186566	OP089004T007	2017-08-01	2017-08-01	 15	 6000	 36000
1107_YELLOW_4LTR_ATTCAP-x-1107_YELLOW_4LTR_ATTCAP	00519603243_1107_P-at-1107-186698	OP433811T007	2017-08-01	2017-08-01	 15	 4000	 28000
1107_YELLOW_4LTR_ATTCAP-x-1107_YELLOW_4LTR_ATTCAP	00689224243_1107_P-at-1107-186827	OP513008T007	2017-08-01	2017-08-01	 15	 5000	 10000
1107_YELLOW_4LTR_ATTCAP-x-1107_YELLOW_4LTR_ATTCAP	00119185241_1107_P-at-1107-186530	OP574675T007	2017-08-01	2017-08-01	 15	 1	 6500
1107_YELLOW_4LTR_ATTCAP-x-1107_YELLOW_4LTR_ATTCAP	0012B102243_1107_P-at-1107-186566	OP089004T008	2017-08-16	2017-08-16	 16	 6000	 78000
1107_YELLOW_4LTR_ATTCAP-x-1107_YELLOW_4LTR_ATTCAP	00689169243_1107_P-at-1107-186822	OP474139T008	2017-08-16	2017-08-16	 16	 7000	 14000
1107_YELLOW_4LTR_ATTCAP-x-1107_YELLOW_4LTR_ATTCAP	00689224243_1107_P-at-1107-186827	OP513008T008	2017-08-16	2017-08-16	 16	 5000	 25000

1362_OPC_WB_RETAIL_ATTCAP-x-1362_OPC_WB_RETAIL_ATTCAP	00780908240_1362_P-at-1362-187932	OP386832T003	2017-06-01	2017-06-01	 15	 1	 11940.86621094
1362_OPC_WB_RETAIL_ATTCAP-x-1362_OPC_WB_RETAIL_ATTCAP	00780908210_1362_P-at-1362-187931	OP417516T003	2017-06-01	2017-06-01	 15	 1	 3681.1340332
1362_OPC_WB_RETAIL_ATTCAP-x-1362_OPC_WB_RETAIL_ATTCAP	00780908240_1362_P-at-1362-187932	OP386832T004	2017-06-16	2017-06-16	 15	 1	 10099.30957031
1362_OPC_WB_RETAIL_ATTCAP-x-1362_OPC_WB_RETAIL_ATTCAP	03600908240_1362_P-at-1362-187942	OP588235T004	2017-06-16	2017-06-16	 15	 1	 10898.71972656
1362_OPC_WB_RETAIL_ATTCAP-x-1362_OPC_WB_RETAIL_ATTCAP	00650908240_1362_P-at-1362-187927	OP084356T005	2017-07-01	2017-07-01	 15	 1	 9681
1362_OPC_WB_RETAIL_ATTCAP-x-1362_OPC_WB_RETAIL_ATTCAP	00780908240_1362_P-at-1362-187932	OP386832T005	2017-07-01	2017-07-01	 15	 1	 8087.29785156
1362_OPC_WB_RETAIL_ATTCAP-x-1362_OPC_WB_RETAIL_ATTCAP	00780908210_1362_P-at-1362-187931	OP417516T005	2017-07-01	2017-07-01	 15	 1	 968.81201172
1362_OPC_WB_RETAIL_ATTCAP-x-1362_OPC_WB_RETAIL_ATTCAP	03600908240_1362_P-at-1362-187942	OP588235T005	2017-07-01	2017-07-01	 15	 1	 20574.609375
1362_OPC_WB_RETAIL_ATTCAP-x-1362_OPC_WB_RETAIL_ATTCAP	03600908210_1362_P-at-1362-187941	OP618490T005	2017-07-01	2017-07-01	 15	 1	 10188.28027344
1362_OPC_WB_RETAIL_ATTCAP-x-1362_OPC_WB_RETAIL_ATTCAP	00650908240_1362_P-at-1362-187927	OP084356T006	2017-07-16	2017-07-16	 16	 1	 6735.54003906
1362_OPC_WB_RETAIL_ATTCAP-x-1362_OPC_WB_RETAIL_ATTCAP	00780908240_1362_P-at-1362-187932	OP386832T006	2017-07-16	2017-07-16	 16	 1	 5924.06005859
1362_OPC_WB_RETAIL_ATTCAP-x-1362_OPC_WB_RETAIL_ATTCAP	00780908210_1362_P-at-1362-187931	OP417516T006	2017-07-16	2017-07-16	 16	 1	 1812.51000977
1362_OPC_WB_RETAIL_ATTCAP-x-1362_OPC_WB_RETAIL_ATTCAP	03600908240_1362_P-at-1362-187942	OP588235T006	2017-07-16	2017-07-16	 16	 1	 20434.640625
1362_OPC_WB_RETAIL_ATTCAP-x-1362_OPC_WB_RETAIL_ATTCAP	03600908210_1362_P-at-1362-187941	OP618490T006	2017-07-16	2017-07-16	 16	 1	 9304.54980469
1362_OPC_WB_RETAIL_ATTCAP-x-1362_OPC_WB_RETAIL_ATTCAP	00780908240_1362_P-at-1362-187932	OP386832T007	2017-08-01	2017-08-01	 15	 1	 10594.84960938
1362_OPC_WB_RETAIL_ATTCAP-x-1362_OPC_WB_RETAIL_ATTCAP	00780908210_1362_P-at-1362-187931	OP417516T007	2017-08-01	2017-08-01	 15	 1	 1141.29003906
1362_OPC_WB_RETAIL_ATTCAP-x-1362_OPC_WB_RETAIL_ATTCAP	03600908240_1362_P-at-1362-187942	OP588235T007	2017-08-01	2017-08-01	 15	 1	 26510.9609375
1362_OPC_WB_RETAIL_ATTCAP-x-1362_OPC_WB_RETAIL_ATTCAP	00650908210_1362_P-at-1362-187926	OP114556T008	2017-08-16	2017-08-16	 16	 1	 0
1362_OPC_WB_RETAIL_ATTCAP-x-1362_OPC_WB_RETAIL_ATTCAP	00780908240_1362_P-at-1362-187932	OP386832T008	2017-08-16	2017-08-16	 16	 1	 3891.37988281
1362_OPC_WB_RETAIL_ATTCAP-x-1362_OPC_WB_RETAIL_ATTCAP	00780908210_1362_P-at-1362-187931	OP417516T008	2017-08-16	2017-08-16	 16	 1	 1151.44799805
1362_OPC_WB_RETAIL_ATTCAP-x-1362_OPC_WB_RETAIL_ATTCAP	03600908240_1362_P-at-1362-187942	OP588235T008	2017-08-16	2017-08-16	 16	 1	 11175.08007813

1104_5-x-1104_5	00010421_1104_M-at-1104-185683	OP047659T003	2017-06-01	2017-06-01	 15	 84.21053314	 168.42106628
1104_5-x-1104_5	00010562_1104_M-at-1104-185708	OP358716T003	2017-06-01	2017-06-01	 15	 47.36841965	 47.36841965
1104_5-x-1104_5	00010506_1104_M-at-1104-185687	OP560273T003	2017-06-01	2017-06-01	 15	 42.10527039	 42.10527039
1104_5-x-1104_5	00010518_1104_M-at-1104-185699	OP601559T003	2017-06-01	2017-06-01	 15	 84.21053314	 336.84213257
1104_5-x-1104_5	00010510_1104_M-at-1104-185691	OP602825T003	2017-06-01	2017-06-01	 15	 73.68421173	 589.47369385
1104_5-x-1104_5	00010520_1104_M-at-1104-185704	OP662501T003	2017-06-01	2017-06-01	 15	 84.21053314	 84.21053314
1104_5-x-1104_5	00010421_1104_M-at-1104-185683	OP047659T004	2017-06-16	2017-06-16	 15	 84.21053314	 168.42106628
1104_5-x-1104_5	00010506_1104_M-at-1104-185687	OP560273T004	2017-06-16	2017-06-16	 15	 42.10527039	 42.10527039
1104_5-x-1104_5	00010518_1104_M-at-1104-185699	OP601559T004	2017-06-16	2017-06-16	 15	 84.21053314	 421.05264282
1104_5-x-1104_5	00010510_1104_M-at-1104-185691	OP602825T004	2017-06-16	2017-06-16	 15	 73.68421173	 736.84210205
1104_5-x-1104_5	00010421_1104_M-at-1104-185683	OP047659T005	2017-07-01	2017-07-01	 15	 84.21053314	 84.21053314
1104_5-x-1104_5	00010518_1104_M-at-1104-185699	OP601559T005	2017-07-01	2017-07-01	 15	 84.21053314	 421.05264282
1104_5-x-1104_5	00010510_1104_M-at-1104-185691	OP602825T005	2017-07-01	2017-07-01	 15	 73.68421173	 589.47369385
1104_5-x-1104_5	00010421_1104_M-at-1104-185683	OP047659T006	2017-07-16	2017-07-16	 16	 84.21053314	 168.42106628
1104_5-x-1104_5	00010506_1104_M-at-1104-185687	OP560273T006	2017-07-16	2017-07-16	 16	 42.10527039	 84.21054077
1104_5-x-1104_5	00010518_1104_M-at-1104-185699	OP601559T006	2017-07-16	2017-07-16	 16	 84.21053314	 252.6315918
1104_5-x-1104_5	00010510_1104_M-at-1104-185691	OP602825T006	2017-07-16	2017-07-16	 16	 73.68421173	 368.42105103
1104_5-x-1104_5	00010520_1104_M-at-1104-185704	OP662501T006	2017-07-16	2017-07-16	 16	 84.21053314	 84.21053314
1104_5-x-1104_5	00010421_1104_M-at-1104-185683	OP047659T007	2017-08-01	2017-08-01	 15	 84.21053314	 84.21053314
1104_5-x-1104_5	00010506_1104_M-at-1104-185687	OP560273T007	2017-08-01	2017-08-01	 15	 42.10527039	 126.31581116
1104_5-x-1104_5	00010518_1104_M-at-1104-185699	OP601559T007	2017-08-01	2017-08-01	 15	 84.21053314	 336.84213257
1104_5-x-1104_5	00010510_1104_M-at-1104-185691	OP602825T007	2017-08-01	2017-08-01	 15	 73.68421173	 221.05262756
1104_5-x-1104_5	00010421_1104_M-at-1104-185683	OP047659T008	2017-08-16	2017-08-16	 16	 84.21053314	 168.42106628
1104_5-x-1104_5	00010506_1104_M-at-1104-185687	OP560273T008	2017-08-16	2017-08-16	 16	 42.10527039	 126.31581116
1104_5-x-1104_5	00010518_1104_M-at-1104-185699	OP601559T008	2017-08-16	2017-08-16	 16	 84.21053314	 252.6315918
1104_5-x-1104_5	00010510_1104_M-at-1104-185691	OP602825T008	2017-08-16	2017-08-16	 16	 73.68421173	 663.15789795

1107_ORNG+FYELLOW_ATTCAP-x-1107_ORNG+FYELLOW_ATTCAP	13150312_1107_M-at-1107-186904	OP136961T003	2017-06-01	2017-06-01	 15	 6000	 18000
1107_ORNG+FYELLOW_ATTCAP-x-1107_ORNG+FYELLOW_ATTCAP	13155351_1107_M-at-1107-186912	OP440811T003	2017-06-01	2017-06-01	 15	 8000	 16000
1107_ORNG+FYELLOW_ATTCAP-x-1107_ORNG+FYELLOW_ATTCAP	13150312_1107_M-at-1107-186904	OP136961T004	2017-06-16	2017-06-16	 15	 6000	 18000
1107_ORNG+FYELLOW_ATTCAP-x-1107_ORNG+FYELLOW_ATTCAP	13155351_1107_M-at-1107-186912	OP440811T004	2017-06-16	2017-06-16	 15	 8000	 16000
1107_ORNG+FYELLOW_ATTCAP-x-1107_ORNG+FYELLOW_ATTCAP	13150312_1107_M-at-1107-186904	OP136961T005	2017-07-01	2017-07-01	 15	 6000	 12000
1107_ORNG+FYELLOW_ATTCAP-x-1107_ORNG+FYELLOW_ATTCAP	13155351_1107_M-at-1107-186912	OP440811T005	2017-07-01	2017-07-01	 15	 8000	 16000
1107_ORNG+FYELLOW_ATTCAP-x-1107_ORNG+FYELLOW_ATTCAP	13150312_1107_M-at-1107-186904	OP136961T006	2017-07-16	2017-07-16	 16	 6000	 18000
1107_ORNG+FYELLOW_ATTCAP-x-1107_ORNG+FYELLOW_ATTCAP	13155351_1107_M-at-1107-186912	OP440811T006	2017-07-16	2017-07-16	 16	 8000	 24000
1107_ORNG+FYELLOW_ATTCAP-x-1107_ORNG+FYELLOW_ATTCAP	13150312_1107_M-at-1107-186904	OP136961T007	2017-08-01	2017-08-01	 15	 6000	 18000
1107_ORNG+FYELLOW_ATTCAP-x-1107_ORNG+FYELLOW_ATTCAP	13155351_1107_M-at-1107-186912	OP440811T007	2017-08-01	2017-08-01	 15	 8000	 16000
1107_ORNG+FYELLOW_ATTCAP-x-1107_ORNG+FYELLOW_ATTCAP	13150312_1107_M-at-1107-186904	OP136961T008	2017-08-16	2017-08-16	 16	 6000	 12000
1107_ORNG+FYELLOW_ATTCAP-x-1107_ORNG+FYELLOW_ATTCAP	13155351_1107_M-at-1107-186912	OP440811T008	2017-08-16	2017-08-16	 16	 8000	 24000

1374_G17-x-1374_G17	00090901_1374_M-at-1374-189228	OP657455T003	2017-06-01	2017-06-01	 15	 6.85714245	 308.57141113
1374_G17-x-1374_G17	00090901_1374_M-at-1374-189228	OP657455T004	2017-06-16	2017-06-16	 15	 6.85714245	 260.57141113
1374_G17-x-1374_G17	00090901_1374_M-at-1374-189228	OP657455T005	2017-07-01	2017-07-01	 15	 6.85714245	 219.42855835
1374_G17-x-1374_G17	00090901_1374_M-at-1374-189228	OP657455T006	2017-07-16	2017-07-16	 16	 6.85714245	 288
1374_G17-x-1374_G17	00090901_1374_M-at-1374-189228	OP657455T007	2017-08-01	2017-08-01	 15	 6.85714245	 102.85713959
1374_G17-x-1374_G17	00090901_1374_M-at-1374-189228	OP657455T008	2017-08-16	2017-08-16	 16	 6.85714245	 205.71427917

1102_PACK-x-1102_PACK	0055R827310_1102_P-at-1102-184225	OP001326T003	2017-06-01	2017-06-01	 15	 0.00328	 22.19264412
1102_PACK-x-1102_PACK	0013B101310_1102_P-at-1102-183842	OP002875T003	2017-06-01	2017-06-01	 15	 0.00328	 83.00778198
1102_PACK-x-1102_PACK	00309181212_1102_P-at-1102-184086	OP003127T003	2017-06-01	2017-06-01	 15	 0.00512	 150.16497803
1102_PACK-x-1102_PACK	00010119210_1102_P-at-1102-183584	OP003976T003	2017-06-01	2017-06-01	 15	 40.79999924	 734.40002441
1102_PACK-x-1102_PACK	10520438210_1102_P-at-1102-184506	OP004653T003	2017-06-01	2017-06-01	 15	 0.02639999	 52.79998016
1102_PACK-x-1102_PACK	00250908310_1102_P-at-1102-183969	OP004982T003	2017-06-01	2017-06-01	 15	 0.00512	 33.14339828
1102_PACK-x-1102_PACK	00689652329_1102_P-at-1102-184372	OP014013T003	2017-06-01	2017-06-01	 15	 0.00424	 18.07931709
1102_PACK-x-1102_PACK	00125290240_1102_P-at-1102-183792	OP014635T003	2017-06-01	2017-06-01	 15	 0.00576	 33.40800095
1102_PACK-x-1102_PACK	00780908240_1102_P-at-1102-184391	OP014692T003	2017-06-01	2017-06-01	 15	 0.00576	 2.3039999
1102_PACK-x-1102_PACK	00550421250_1102_P-at-1102-184173	OP023568T003	2017-06-01	2017-06-01	 15	 0.00384	 8.68174076
1102_PACK-x-1102_PACK	00699270214_1102_P-at-1102-184375	OP023947T003	2017-06-01	2017-06-01	 15	 0.0168	 739.20001221
1102_PACK-x-1102_PACK	00010562210_1102_P-at-1102-183648	OP024930T003	2017-06-01	2017-06-01	 15	 11.03999996	 11.03999996
1102_PACK-x-1102_PACK	00649183240_1102_P-at-1102-184300	OP033199T003	2017-06-01	2017-06-01	 15	 9.84000206	 118.08002472
1102_PACK-x-1102_PACK	00299267241_1102_P-at-1102-184012	OP033219T003	2017-06-01	2017-06-01	 15	 0.00576	 51.06283951
1102_PACK-x-1102_PACK	00119187241_1102_P-at-1102-183773	OP033355T003	2017-06-01	2017-06-01	 15	 0.00576	 72.45262146
1102_PACK-x-1102_PACK	00010313320_1102_P-at-1102-183604	OP034038T003	2017-06-01	2017-06-01	 15	 0.00256	 10.23999977
1102_PACK-x-1102_PACK	54430908240_1102_P-at-1102-184665	OP034058T003	2017-06-01	2017-06-01	 15	 0.00576	 51.84000015
1102_PACK-x-1102_PACK	00780908320_1102_P-at-1102-184393	OP034669T003	2017-06-01	2017-06-01	 15	 0.00424	 30.06181145
1102_PACK-x-1102_PACK	00649175213_1102_P-at-1102-184295	OP043248T003	2017-06-01	2017-06-01	 15	 16.55999947	 16.55999947
1102_PACK-x-1102_PACK	00519607214_1102_P-at-1102-184163	OP043344T003	2017-06-01	2017-06-01	 15	 0.00824	 117.25210571
1102_PACK-x-1102_PACK	00010313210_1102_P-at-1102-183602	OP044269T003	2017-06-01	2017-06-01	 15	 11.03999996	 242.88000488
1102_PACK-x-1102_PACK	00159018310_1102_P-at-1102-183952	OP044589T003	2017-06-01	2017-06-01	 15	 0.00328	 21.12319946
1102_PACK-x-1102_PACK	00780908310_1102_P-at-1102-184392	OP044827T003	2017-06-01	2017-06-01	 15	 0.00512	 4.40294409
1102_PACK-x-1102_PACK	00780908210_1102_P-at-1102-184390	OP044858T003	2017-06-01	2017-06-01	 15	 0.00824	 5.35599995
1102_PACK-x-1102_PACK	00260W06210_1102_P-at-1102-183979	OP045223T003	2017-06-01	2017-06-01	 15	 13.24800014	 66.23999786
1102_PACK-x-1102_PACK	00649183320_1102_P-at-1102-184302	OP053526T003	2017-06-01	2017-06-01	 15	 0.00192	 51.84000015
1102_PACK-x-1102_PACK	00309159120_1102_P-at-1102-184065	OP053529T003	2017-06-01	2017-06-01	 15	 0.01312	 58.0438118
1102_PACK-x-1102_PACK	00120855329_1102_P-at-1102-183781	OP054266T003	2017-06-01	2017-06-01	 15	 0.00424	 53.94390106
1102_PACK-x-1102_PACK	00649258327_1102_P-at-1102-184315	OP054519T003	2017-06-01	2017-06-01	 15	 0.00192	 15.35999966
1102_PACK-x-1102_PACK	00469600240_1102_P-at-1102-184130	OP054569T003	2017-06-01	2017-06-01	 15	 0.00576	 18.45302391
1102_PACK-x-1102_PACK	54430D93219_1102_P-at-1102-184667	OP063129T003	2017-06-01	2017-06-01	 15	 0.00824	 56.93042374
1102_PACK-x-1102_PACK	00519603214_1102_P-at-1102-184151	OP063251T003	2017-06-01	2017-06-01	 15	 0.00824	 13.97751236
1102_PACK-x-1102_PACK	00649183310_1102_P-at-1102-184301	OP063265T003	2017-06-01	2017-06-01	 15	 7.67999983	 15.35999966
1102_PACK-x-1102_PACK	13157084210_1102_P-at-1102-184603	OP064305T003	2017-06-01	2017-06-01	 15	 0.01896001	 227.52012634
1102_PACK-x-1102_PACK	00159018210_1102_P-at-1102-183949	OP064523T003	2017-06-01	2017-06-01	 15	 0.00816	 1.30560005
1102_PACK-x-1102_PACK	00010124150_1102_P-at-1102-183592	OP065134T003	2017-06-01	2017-06-01	 15	 28.07999992	 28.07999992
1102_PACK-x-1102_PACK	00649259327_1102_P-at-1102-184320	OP073587T003	2017-06-01	2017-06-01	 15	 0.00192	 15.35999775
1102_PACK-x-1102_PACK	00010469240_1102_P-at-1102-183632	OP074471T003	2017-06-01	2017-06-01	 15	 0.00328	 6.55999994
1102_PACK-x-1102_PACK	00469600320_1102_P-at-1102-184132	OP074607T003	2017-06-01	2017-06-01	 15	 0.00424	 62.35017395
1102_PACK-x-1102_PACK	00339656242_1102_P-at-1102-184111	OP074650T003	2017-06-01	2017-06-01	 15	 0.00576	 10.5125761
1102_PACK-x-1102_PACK	00649203310_1102_P-at-1102-184306	OP083698T003	2017-06-01	2017-06-01	 15	 7.67999983	 7.67999983
1102_PACK-x-1102_PACK	00469600310_1102_P-at-1102-184131	OP084669T003	2017-06-01	2017-06-01	 15	 0.00512	 45.41424561
1102_PACK-x-1102_PACK	00559124250_1102_P-at-1102-184211	OP084709T003	2017-06-01	2017-06-01	 15	 0.00384	 342.79748535
1102_PACK-x-1102_PACK	00129189329_1102_P-at-1102-183807	OP094052T003	2017-06-01	2017-06-01	 15	 0.00424	 67.2975769
1102_PACK-x-1102_PACK	00119184242_1102_P-at-1102-183765	OP094982T003	2017-06-01	2017-06-01	 15	 0.00576	 0.00000576
1102_PACK-x-1102_PACK	00140110320_1102_P-at-1102-183855	OP095689T003	2017-06-01	2017-06-01	 15	 0.0028	 11.76585197
1102_PACK-x-1102_PACK	00140110220_1102_P-at-1102-183852	OP095739T003	2017-06-01	2017-06-01	 15	 0.00552	 10.35579586
1102_PACK-x-1102_PACK	0013W764250_1102_P-at-1102-183847	OP103009T003	2017-06-01	2017-06-01	 15	 0.00384	 221.92604065
1102_PACK-x-1102_PACK	10520805150_1102_P-at-1102-184509	OP104157T003	2017-06-01	2017-06-01	 15	 0.02856001	 5.08025455
1102_PACK-x-1102_PACK	00010125150_1102_P-at-1102-183596	OP104438T003	2017-06-01	2017-06-01	 15	 23.39999962	 23.39999962
1102_PACK-x-1102_PACK	00010469210_1102_P-at-1102-183631	OP104471T003	2017-06-01	2017-06-01	 15	 11.03999996	 121.44000244
1102_PACK-x-1102_PACK	00299268212_1102_P-at-1102-184014	OP104658T003	2017-06-01	2017-06-01	 15	 0.00824	 61.38912964
1102_PACK-x-1102_PACK	00469600210_1102_P-at-1102-184129	OP104659T003	2017-06-01	2017-06-01	 15	 0.00824	 1.822276
1102_PACK-x-1102_PACK	00551478250_1102_P-at-1102-184182	OP105056T003	2017-06-01	2017-06-01	 15	 0.00384	 5.30803204
1102_PACK-x-1102_PACK	00260912150_1102_P-at-1102-183972	OP105522T003	2017-06-01	2017-06-01	 15	 22.4640007	 494.20800781
1102_PACK-x-1102_PACK	00140110210_1102_P-at-1102-183851	OP105526T003	2017-06-01	2017-06-01	 15	 0.00816	 4.25837755
1102_PACK-x-1102_PACK	00010328150_1102_P-at-1102-183610	OP105672T003	2017-06-01	2017-06-01	 15	 18.71999931	 18.71999931
1102_PACK-x-1102_PACK	00309159241_1102_P-at-1102-184067	OP113827T003	2017-06-01	2017-06-01	 15	 0.00576	 21.96069145
1102_PACK-x-1102_PACK	00010121240_1102_P-at-1102-183590	OP114662T003	2017-06-01	2017-06-01	 15	 8.20000172	 82.00001526
1102_PACK-x-1102_PACK	00559124320_1102_P-at-1102-184213	OP114871T003	2017-06-01	2017-06-01	 15	 0.0028	 1250.60498047
1102_PACK-x-1102_PACK	00559124220_1102_P-at-1102-184210	OP114903T003	2017-06-01	2017-06-01	 15	 0.00552	 109.33071899
1102_PACK-x-1102_PACK	00260912240_1102_P-at-1102-183974	OP115872T003	2017-06-01	2017-06-01	 15	 7.87200117	 480.19207764
1102_PACK-x-1102_PACK	00010328240_1102_P-at-1102-183612	OP115994T003	2017-06-01	2017-06-01	 15	 6.5600009	 13.12000179
1102_PACK-x-1102_PACK	1315W109210_1102_P-at-1102-184607	OP121467T003	2017-06-01	2017-06-01	 15	 0.01896001	 189.60009766
1102_PACK-x-1102_PACK	10520805210_1102_P-at-1102-184510	OP124355T003	2017-06-01	2017-06-01	 15	 0.02639999	 48.1039505
1102_PACK-x-1102_PACK	00010121150_1102_P-at-1102-183588	OP124676T003	2017-06-01	2017-06-01	 15	 23.39999962	 163.80000305
1102_PACK-x-1102_PACK	00559124310_1102_P-at-1102-184212	OP124846T003	2017-06-01	2017-06-01	 15	 0.00328	 406.97875977
1102_PACK-x-1102_PACK	00119186212_1102_P-at-1102-183769	OP125059T003	2017-06-01	2017-06-01	 15	 0.00824	 60.44906998
1102_PACK-x-1102_PACK	13150312210_1102_P-at-1102-184587	OP125261T003	2017-06-01	2017-06-01	 15	 0.01896001	 492.96026611
1102_PACK-x-1102_PACK	00010324150_1102_P-at-1102-183606	OP125860T003	2017-06-01	2017-06-01	 15	 18.71999931	 56.15999985
1102_PACK-x-1102_PACK	0013W764320_1102_P-at-1102-183849	OP133052T003	2017-06-01	2017-06-01	 15	 0.0028	 643.45654297
1102_PACK-x-1102_PACK	0013W764220_1102_P-at-1102-183846	OP133090T003	2017-06-01	2017-06-01	 15	 0.00552	 5.38647127
1102_PACK-x-1102_PACK	54880000240_1102_P-at-1102-184681	OP134596T003	2017-06-01	2017-06-01	 15	 0.0136	 25.74017525
1102_PACK-x-1102_PACK	00551478320_1102_P-at-1102-184184	OP135204T003	2017-06-01	2017-06-01	 15	 0.0028	 12.17745209
1102_PACK-x-1102_PACK	0013W764310_1102_P-at-1102-183848	OP142846T003	2017-06-01	2017-06-01	 15	 0.00328	 293.5798645
1102_PACK-x-1102_PACK	0013W764210_1102_P-at-1102-183845	OP142881T003	2017-06-01	2017-06-01	 15	 0.00816	 38.50695801
1102_PACK-x-1102_PACK	00299267212_1102_P-at-1102-184011	OP143645T003	2017-06-01	2017-06-01	 15	 0.00824	 75.27177429
1102_PACK-x-1102_PACK	00119187212_1102_P-at-1102-183772	OP143802T003	2017-06-01	2017-06-01	 15	 0.00824	 118.83250427
1102_PACK-x-1102_PACK	00551479250_1102_P-at-1102-184186	OP144000T003	2017-06-01	2017-06-01	 15	 0.00384	 0.86407679
1102_PACK-x-1102_PACK	00010125210_1102_P-at-1102-183597	OP144362T003	2017-06-01	2017-06-01	 15	 13.80000019	 41.40000153
1102_PACK-x-1102_PACK	00555802336_1102_P-at-1102-184208	OP144831T003	2017-06-01	2017-06-01	 15	 0.0028	 11.66524792
1102_PACK-x-1102_PACK	00551478310_1102_P-at-1102-184183	OP144944T003	2017-06-01	2017-06-01	 15	 0.00328	 2.84904075
1102_PACK-x-1102_PACK	13150216210_1102_P-at-1102-184585	OP144973T003	2017-06-01	2017-06-01	 15	 0.01896001	 379.20019531
1102_PACK-x-1102_PACK	00260912310_1102_P-at-1102-183975	OP145414T003	2017-06-01	2017-06-01	 15	 6.14400005	 6.14400005
1102_PACK-x-1102_PACK	00260912210_1102_P-at-1102-183973	OP145466T003	2017-06-01	2017-06-01	 15	 13.24800014	 874.36798096
1102_PACK-x-1102_PACK	00010328210_1102_P-at-1102-183611	OP145597T003	2017-06-01	2017-06-01	 15	 11.03999996	 44.15999985
1102_PACK-x-1102_PACK	00129611329_1102_P-at-1102-183822	OP154017T003	2017-06-01	2017-06-01	 15	 0.00424	 61.08314514
1102_PACK-x-1102_PACK	54880000320_1102_P-at-1102-184682	OP154558T003	2017-06-01	2017-06-01	 15	 0.006	 48.64403915
1102_PACK-x-1102_PACK	17890000240_1102_P-at-1102-184614	OP155368T003	2017-06-01	2017-06-01	 15	 0.0136	 825.99151611
1102_PACK-x-1102_PACK	17880000240_1102_P-at-1102-184610	OP155373T003	2017-06-01	2017-06-01	 15	 0.0136	 1123.171875
1102_PACK-x-1102_PACK	00010121210_1102_P-at-1102-183589	OP164622T003	2017-06-01	2017-06-01	 15	 13.80000019	 979.79998779
