# util_output: detail

# resource	operation	var	loadBucket	startBucket	bktLength	rate	load
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010616240_1104_P-at-1104-185715	OP497076T007	2017-08-01	2017-08-01	 15	 3000	 12000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010415240_1104_P-at-1104-185682	OP515744T007	2017-08-01	2017-08-01	 15	 1	 9000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00014293210_1104_P-at-1104-185755	OP525374T007	2017-08-01	2017-08-01	 15	 1	 24000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010413150_1104_P-at-1104-185674	OP525733T007	2017-08-01	2017-08-01	 15	 2750	 44000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010209210_1104_P-at-1104-185638	OP525780T007	2017-08-01	2017-08-01	 15	 4000	 16000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010616210_1104_P-at-1104-185714	OP527014T007	2017-08-01	2017-08-01	 15	 3000	 15000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010518150_1104_P-at-1104-185700	OP527067T007	2017-08-01	2017-08-01	 15	 4000	 8000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010413240_1104_P-at-1104-185676	OP536089T007	2017-08-01	2017-08-01	 15	 2750	 52250
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010518240_1104_P-at-1104-185702	OP537329T007	2017-08-01	2017-08-01	 15	 4000	 4000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010415210_1104_P-at-1104-185681	OP545929T007	2017-08-01	2017-08-01	 15	 3000	 3000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010413210_1104_P-at-1104-185675	OP565923T007	2017-08-01	2017-08-01	 15	 2750	 27500
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010518210_1104_P-at-1104-185701	OP567245T007	2017-08-01	2017-08-01	 15	 4000	 16000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010253210_1104_P-at-1104-185643	OP646274T007	2017-08-01	2017-08-01	 15	 4000	 12000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010421240_1104_P-at-1104-185686	OP011764T008	2017-08-16	2017-08-16	 16	 1	 386.20001221
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010119150_1104_P-at-1104-185615	OP042094T008	2017-08-16	2017-08-16	 16	 3000	 15000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010119240_1104_P-at-1104-185617	OP052239T008	2017-08-16	2017-08-16	 16	 3000	 6000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00260W06150_1104_P-at-1104-185947	OP083512T008	2017-08-16	2017-08-16	 16	 2500	 17500
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00260W06240_1104_P-at-1104-185949	OP093637T008	2017-08-16	2017-08-16	 16	 2500	 125000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00070431150_1104_P-at-1104-185766	OP122547T008	2017-08-16	2017-08-16	 16	 2500	 2500
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00260W06210_1104_P-at-1104-185948	OP123685T008	2017-08-16	2017-08-16	 16	 2500	 87500
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00070431240_1104_P-at-1104-185768	OP132408T008	2017-08-16	2017-08-16	 16	 2500	 22500
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00070908150_1104_P-at-1104-185771	OP143424T008	2017-08-16	2017-08-16	 16	 3000	 18000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00070908240_1104_P-at-1104-185773	OP153556T008	2017-08-16	2017-08-16	 16	 3000	 15000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010125240_1104_P-at-1104-185630	OP172614T008	2017-08-16	2017-08-16	 16	 3000	 18000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010125150_1104_P-at-1104-185628	OP182554T008	2017-08-16	2017-08-16	 16	 3000	 6000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010121150_1104_P-at-1104-185620	OP182560T008	2017-08-16	2017-08-16	 16	 3000	 24000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00070908210_1104_P-at-1104-185772	OP183558T008	2017-08-16	2017-08-16	 16	 3000	 45000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00260912150_1104_P-at-1104-185941	OP183627T008	2017-08-16	2017-08-16	 16	 3000	 9000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00260912240_1104_P-at-1104-185943	OP193825T008	2017-08-16	2017-08-16	 16	 3000	 42000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010125210_1104_P-at-1104-185629	OP222652T008	2017-08-16	2017-08-16	 16	 3000	 12000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010121210_1104_P-at-1104-185621	OP222658T008	2017-08-16	2017-08-16	 16	 3000	 60000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	03590908210_1104_P-at-1104-186085	OP223355T008	2017-08-16	2017-08-16	 16	 3000	 12000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00260912210_1104_P-at-1104-185942	OP223720T008	2017-08-16	2017-08-16	 16	 3000	 12000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010331150_1104_P-at-1104-185659	OP243139T008	2017-08-16	2017-08-16	 16	 3000	 3000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010905150_1104_P-at-1104-185731	OP263572T008	2017-08-16	2017-08-16	 16	 3000	 6000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010905240_1104_P-at-1104-185733	OP273715T008	2017-08-16	2017-08-16	 16	 3000	 21000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010506240_1104_P-at-1104-185690	OP274801T008	2017-08-16	2017-08-16	 16	 1	 1575.80004883
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010506150_1104_P-at-1104-185688	OP285071T008	2017-08-16	2017-08-16	 16	 2000	 4000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010905210_1104_P-at-1104-185732	OP304056T008	2017-08-16	2017-08-16	 16	 3000	 12000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010801150_1104_P-at-1104-185726	OP304102T008	2017-08-16	2017-08-16	 16	 3000	 18000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010801240_1104_P-at-1104-185728	OP314420T008	2017-08-16	2017-08-16	 16	 3000	 39000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010506210_1104_P-at-1104-185689	OP325564T008	2017-08-16	2017-08-16	 16	 2000	 8000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010801210_1104_P-at-1104-185727	OP344521T008	2017-08-16	2017-08-16	 16	 3000	 63000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010403240_1104_P-at-1104-185670	OP374940T008	2017-08-16	2017-08-16	 16	 3000	 60000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010W90240_1104_P-at-1104-185744	OP396334T008	2017-08-16	2017-08-16	 16	 3000	 18000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010403210_1104_P-at-1104-185669	OP425302T008	2017-08-16	2017-08-16	 16	 3000	 84000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010514150_1104_P-at-1104-185696	OP426353T008	2017-08-16	2017-08-16	 16	 3000	 3000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010510150_1104_P-at-1104-185692	OP426360T008	2017-08-16	2017-08-16	 16	 3500	 7000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010514240_1104_P-at-1104-185698	OP436631T008	2017-08-16	2017-08-16	 16	 1	 9000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010510240_1104_P-at-1104-185694	OP436633T008	2017-08-16	2017-08-16	 16	 1	 7000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010718150_1104_P-at-1104-185723	OP446496T008	2017-08-16	2017-08-16	 16	 3000	 12000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010202240_1104_P-at-1104-185635	OP456827T008	2017-08-16	2017-08-16	 16	 1	 3302.70996094
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010712240_1104_P-at-1104-185721	OP456843T008	2017-08-16	2017-08-16	 16	 1	 22485.2890625
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010514210_1104_P-at-1104-185697	OP466721T008	2017-08-16	2017-08-16	 16	 3000	 12000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010510210_1104_P-at-1104-185693	OP466726T008	2017-08-16	2017-08-16	 16	 3500	 49000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010209150_1104_P-at-1104-185637	OP485648T008	2017-08-16	2017-08-16	 16	 4000	 12000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010712210_1104_P-at-1104-185720	OP486785T008	2017-08-16	2017-08-16	 16	 3000	 18000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010616150_1104_P-at-1104-185713	OP486836T008	2017-08-16	2017-08-16	 16	 3000	 9000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00014293240_1104_P-at-1104-185756	OP495445T008	2017-08-16	2017-08-16	 16	 3000	 15000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010209240_1104_P-at-1104-185639	OP495900T008	2017-08-16	2017-08-16	 16	 4000	 20000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010616240_1104_P-at-1104-185715	OP497076T008	2017-08-16	2017-08-16	 16	 3000	 27000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010415150_1104_P-at-1104-185680	OP505710T008	2017-08-16	2017-08-16	 16	 3000	 3000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00014293210_1104_P-at-1104-185755	OP525374T008	2017-08-16	2017-08-16	 16	 1	 9000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010209210_1104_P-at-1104-185638	OP525780T008	2017-08-16	2017-08-16	 16	 4000	 52000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010616210_1104_P-at-1104-185714	OP527014T008	2017-08-16	2017-08-16	 16	 3000	 33000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010518150_1104_P-at-1104-185700	OP527067T008	2017-08-16	2017-08-16	 16	 4000	 8000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010413240_1104_P-at-1104-185676	OP536089T008	2017-08-16	2017-08-16	 16	 2750	 79750
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010518240_1104_P-at-1104-185702	OP537329T008	2017-08-16	2017-08-16	 16	 4000	 8000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010415210_1104_P-at-1104-185681	OP545929T008	2017-08-16	2017-08-16	 16	 3000	 9000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010413210_1104_P-at-1104-185675	OP565923T008	2017-08-16	2017-08-16	 16	 2750	 57750
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010518210_1104_P-at-1104-185701	OP567245T008	2017-08-16	2017-08-16	 16	 4000	 8000
1104_SOL_RETAIL_ATTCAP-x-1104_SOL_RETAIL_ATTCAP	00010253210_1104_P-at-1104-185643	OP646274T008	2017-08-16	2017-08-16	 16	 4000	 40000

1106_INT_54-x-1106_INT_54	B55068U_1106_M-at-1106-186382	OP084798T003	2017-06-01	2017-06-01	 15	 0.0004	 132.05656433
1106_INT_54-x-1106_INT_54	B51093U_1106_M-at-1106-186376	OP174994T003	2017-06-01	2017-06-01	 15	 0.00038095	 1.90474999
1106_INT_54-x-1106_INT_54	B55057G_1106_M-at-1106-186380	OP296604T003	2017-06-01	2017-06-01	 15	 0.00038095	 11.85353374
1106_INT_54-x-1106_INT_54	B51092W_1106_M-at-1106-186375	OP346725T003	2017-06-01	2017-06-01	 15	 0.0004	 2
1106_INT_54-x-1106_INT_54	B55048X_1106_M-at-1106-186378	OP346857T003	2017-06-01	2017-06-01	 15	 0.0004	 2
1106_INT_54-x-1106_INT_54	B55058H_1106_M-at-1106-186381	OP367233T003	2017-06-01	2017-06-01	 15	 0.00038095	 1.30130994
1106_INT_54-x-1106_INT_54	B55072Y_1106_M-at-1106-186383	OP468017T003	2017-06-01	2017-06-01	 15	 0.00038095	 1.90474999
1106_INT_54-x-1106_INT_54	B51073A_1106_M-at-1106-186374	OP558612T003	2017-06-01	2017-06-01	 15	 0.00038095	 163.56689453
1106_INT_54-x-1106_INT_54	B55068U_1106_M-at-1106-186382	OP084798T004	2017-06-16	2017-06-16	 15	 0.0004	 151.09519958
1106_INT_54-x-1106_INT_54	B55057G_1106_M-at-1106-186380	OP296604T004	2017-06-16	2017-06-16	 15	 0.00038095	 68.09442902
1106_INT_54-x-1106_INT_54	B55058H_1106_M-at-1106-186381	OP367233T004	2017-06-16	2017-06-16	 15	 0.00038095	 83.20233917
1106_INT_54-x-1106_INT_54	B51073A_1106_M-at-1106-186374	OP558612T004	2017-06-16	2017-06-16	 15	 0.00038095	 167.94073486
1106_INT_54-x-1106_INT_54	B55068U_1106_M-at-1106-186382	OP084798T005	2017-07-01	2017-07-01	 15	 0.0004	 126.37999725
1106_INT_54-x-1106_INT_54	B55057G_1106_M-at-1106-186380	OP296604T005	2017-07-01	2017-07-01	 15	 0.00038095	 45.39628601
1106_INT_54-x-1106_INT_54	B55058H_1106_M-at-1106-186381	OP367233T005	2017-07-01	2017-07-01	 15	 0.00038095	 55.46822357
1106_INT_54-x-1106_INT_54	B51073A_1106_M-at-1106-186374	OP558612T005	2017-07-01	2017-07-01	 15	 0.00038095	 145.86027527
1106_INT_54-x-1106_INT_54	B55068U_1106_M-at-1106-186382	OP084798T006	2017-07-16	2017-07-16	 16	 0.0004	 168.42880249
1106_INT_54-x-1106_INT_54	B55078E_1106_M-at-1106-186384	OP124955T006	2017-07-16	2017-07-16	 16	 0.00038095	 5.00479174
1106_INT_54-x-1106_INT_54	B55057G_1106_M-at-1106-186380	OP296604T006	2017-07-16	2017-07-16	 16	 0.00038095	 54.76879883
1106_INT_54-x-1106_INT_54	B55058H_1106_M-at-1106-186381	OP367233T006	2017-07-16	2017-07-16	 16	 0.00038095	 69.66070557
1106_INT_54-x-1106_INT_54	B51073A_1106_M-at-1106-186374	OP558612T006	2017-07-16	2017-07-16	 16	 0.00038095	 168.09030151
1106_INT_54-x-1106_INT_54	B55068U_1106_M-at-1106-186382	OP084798T007	2017-08-01	2017-08-01	 15	 0.0004	 150.99679565
1106_INT_54-x-1106_INT_54	B55078E_1106_M-at-1106-186384	OP124955T007	2017-08-01	2017-08-01	 15	 0.00038095	 11.25661564
1106_INT_54-x-1106_INT_54	B55057G_1106_M-at-1106-186380	OP296604T007	2017-08-01	2017-08-01	 15	 0.00038095	 45.52885818
1106_INT_54-x-1106_INT_54	B55058H_1106_M-at-1106-186381	OP367233T007	2017-08-01	2017-08-01	 15	 0.00038095	 74.90353394
1106_INT_54-x-1106_INT_54	B51073A_1106_M-at-1106-186374	OP558612T007	2017-08-01	2017-08-01	 15	 0.00038095	 189.71157837
1106_INT_54-x-1106_INT_54	B55068U_1106_M-at-1106-186382	OP084798T008	2017-08-16	2017-08-16	 16	 0.0004	 161.34240723
1106_INT_54-x-1106_INT_54	B55078E_1106_M-at-1106-186384	OP124955T008	2017-08-16	2017-08-16	 16	 0.00038095	 8.44246197
1106_INT_54-x-1106_INT_54	B55057G_1106_M-at-1106-186380	OP296604T008	2017-08-16	2017-08-16	 16	 0.00038095	 44.77114868
1106_INT_54-x-1106_INT_54	B55058H_1106_M-at-1106-186381	OP367233T008	2017-08-16	2017-08-16	 16	 0.00038095	 75.01324463
1106_INT_54-x-1106_INT_54	B51073A_1106_M-at-1106-186374	OP558612T008	2017-08-16	2017-08-16	 16	 0.00038095	 179.46104431

1106_PACK-x-1106_PACK	00569626310_1106_P-at-1106-186308	OP000084T003	2017-06-01	2017-06-01	 15	 47.20000076	 141.6000061
1106_PACK-x-1106_PACK	00529635320_1106_P-at-1106-186294	OP011150T003	2017-06-01	2017-06-01	 15	 0.004	 200
1106_PACK-x-1106_PACK	00680912310_1106_P-at-1106-186343	OP020631T003	2017-06-01	2017-06-01	 15	 70.80000305	 70.80000305
1106_PACK-x-1106_PACK	00529635310_1106_P-at-1106-186293	OP021103T003	2017-06-01	2017-06-01	 15	 59	 177
1106_PACK-x-1106_PACK	00529635210_1106_P-at-1106-186291	OP021147T003	2017-06-01	2017-06-01	 15	 91.00003052	 182.00006104
1106_PACK-x-1106_PACK	00119184213_1106_P-at-1106-186161	OP060095T003	2017-06-01	2017-06-01	 15	 0.00728	 145.6000061
1106_PACK-x-1106_PACK	10920908240_1106_P-at-1106-186372	OP070802T003	2017-06-01	2017-06-01	 15	 107.19999695	 107.19999695
1106_PACK-x-1106_PACK	00240959210_1106_P-at-1106-186186	OP082458T003	2017-06-01	2017-06-01	 15	 72.80003357	 72.80003357
1106_PACK-x-1106_PACK	10920908320_1106_P-at-1106-186373	OP090997T003	2017-06-01	2017-06-01	 15	 0.004	 400
1106_PACK-x-1106_PACK	00290997240_1106_P-at-1106-186212	OP092755T003	2017-06-01	2017-06-01	 15	 53.59999084	 53.59999084
1106_PACK-x-1106_PACK	00249645329_1106_P-at-1106-186204	OP112051T003	2017-06-01	2017-06-01	 15	 0.004	 40
1106_PACK-x-1106_PACK	00290997320_1106_P-at-1106-186214	OP112796T003	2017-06-01	2017-06-01	 15	 0.004	 40
1106_PACK-x-1106_PACK	00129188214_1106_P-at-1106-186176	OP120622T003	2017-06-01	2017-06-01	 15	 145.60009766	 145.60009766
1106_PACK-x-1106_PACK	00110935240_1106_P-at-1106-186152	OP132687T003	2017-06-01	2017-06-01	 15	 134	 536
1106_PACK-x-1106_PACK	00110935320_1106_P-at-1106-186154	OP152647T003	2017-06-01	2017-06-01	 15	 0.004	 400
1106_PACK-x-1106_PACK	00110935310_1106_P-at-1106-186153	OP162705T003	2017-06-01	2017-06-01	 15	 118	 118
1106_PACK-x-1106_PACK	00110935210_1106_P-at-1106-186151	OP162747T003	2017-06-01	2017-06-01	 15	 182.00010681	 364.00021362
1106_PACK-x-1106_PACK	00520908240_1106_P-at-1106-186287	OP171446T003	2017-06-01	2017-06-01	 15	 66.99997711	 66.99997711
1106_PACK-x-1106_PACK	00520908320_1106_P-at-1106-186289	OP191419T003	2017-06-01	2017-06-01	 15	 0.004	 50
1106_PACK-x-1106_PACK	00510908240_1106_P-at-1106-186267	OP211544T003	2017-06-01	2017-06-01	 15	 134	 402
1106_PACK-x-1106_PACK	00519608240_1106_P-at-1106-186282	OP230804T003	2017-06-01	2017-06-01	 15	 134	 536
1106_PACK-x-1106_PACK	00510908320_1106_P-at-1106-186269	OP231646T003	2017-06-01	2017-06-01	 15	 0.004	 1000
1106_PACK-x-1106_PACK	00570908240_1106_P-at-1106-186317	OP231797T003	2017-06-01	2017-06-01	 15	 107.19999695	 214.3999939
1106_PACK-x-1106_PACK	00529637243_1106_P-at-1106-186297	OP232220T003	2017-06-01	2017-06-01	 15	 66.99997711	 66.99997711
1106_PACK-x-1106_PACK	00519601320_1106_P-at-1106-186274	OP232243T003	2017-06-01	2017-06-01	 15	 0.004	 200
1106_PACK-x-1106_PACK	00510908310_1106_P-at-1106-186268	OP241855T003	2017-06-01	2017-06-01	 15	 118	 472
1106_PACK-x-1106_PACK	00510908210_1106_P-at-1106-186266	OP241904T003	2017-06-01	2017-06-01	 15	 182.00010681	 182.00010681
1106_PACK-x-1106_PACK	00519601310_1106_P-at-1106-186273	OP242406T003	2017-06-01	2017-06-01	 15	 118	 236
1106_PACK-x-1106_PACK	00519608320_1106_P-at-1106-186284	OP251296T003	2017-06-01	2017-06-01	 15	 0.004	 1300
1106_PACK-x-1106_PACK	00570908320_1106_P-at-1106-186319	OP252239T003	2017-06-01	2017-06-01	 15	 0.004	 80
1106_PACK-x-1106_PACK	00519608310_1106_P-at-1106-186283	OP261367T003	2017-06-01	2017-06-01	 15	 118	 1062
1106_PACK-x-1106_PACK	00519608210_1106_P-at-1106-186281	OP261416T003	2017-06-01	2017-06-01	 15	 182.00010681	 182.00010681
1106_PACK-x-1106_PACK	00570908310_1106_P-at-1106-186318	OP262390T003	2017-06-01	2017-06-01	 15	 94.40000153	 472
1106_PACK-x-1106_PACK	00529637313_1106_P-at-1106-186298	OP262790T003	2017-06-01	2017-06-01	 15	 59	 59
1106_PACK-x-1106_PACK	00689167310_1106_P-at-1106-186353	OP262849T003	2017-06-01	2017-06-01	 15	 70.80000305	 70.80000305
1106_PACK-x-1106_PACK	00249645243_1106_P-at-1106-186202	OP273244T003	2017-06-01	2017-06-01	 15	 53.59999084	 53.59999084
1106_PACK-x-1106_PACK	00560908210_1106_P-at-1106-186301	OP282863T003	2017-06-01	2017-06-01	 15	 72.80003357	 145.60006714
1106_PACK-x-1106_PACK	00689166240_1106_P-at-1106-186347	OP292209T003	2017-06-01	2017-06-01	 15	 80.39998627	 80.39998627
1106_PACK-x-1106_PACK	00689166320_1106_P-at-1106-186349	OP312341T003	2017-06-01	2017-06-01	 15	 0.004	 120
1106_PACK-x-1106_PACK	00579105240_1106_P-at-1106-186332	OP313855T003	2017-06-01	2017-06-01	 15	 107.19999695	 214.3999939
1106_PACK-x-1106_PACK	00519602329_1106_P-at-1106-186279	OP332616T003	2017-06-01	2017-06-01	 15	 0.004	 500
1106_PACK-x-1106_PACK	03600908240_1106_P-at-1106-186362	OP333516T003	2017-06-01	2017-06-01	 15	 53.59999084	 53.59999084
1106_PACK-x-1106_PACK	10079263329_1106_P-at-1106-186369	OP333895T003	2017-06-01	2017-06-01	 15	 0.004	 36
1106_PACK-x-1106_PACK	00579105320_1106_P-at-1106-186334	OP334138T003	2017-06-01	2017-06-01	 15	 0.004	 240
1106_PACK-x-1106_PACK	00579105310_1106_P-at-1106-186333	OP343954T003	2017-06-01	2017-06-01	 15	 94.40000153	 377.6000061
1106_PACK-x-1106_PACK	00689168329_1106_P-at-1106-186359	OP352532T003	2017-06-01	2017-06-01	 15	 0.004	 240
1106_PACK-x-1106_PACK	00299668240_1106_P-at-1106-186227	OP352692T003	2017-06-01	2017-06-01	 15	 53.59999084	 160.79997253
1106_PACK-x-1106_PACK	03600908320_1106_P-at-1106-186364	OP353342T003	2017-06-01	2017-06-01	 15	 0.004	 200
1106_PACK-x-1106_PACK	00300997240_1106_P-at-1106-186247	OP354827T003	2017-06-01	2017-06-01	 15	 53.59999084	 107.19998169
1106_PACK-x-1106_PACK	03600908310_1106_P-at-1106-186363	OP363473T003	2017-06-01	2017-06-01	 15	 47.20000076	 660.79998779
1106_PACK-x-1106_PACK	00579104240_1106_P-at-1106-186327	OP373113T003	2017-06-01	2017-06-01	 15	 61.63999176	 862.95983887
1106_PACK-x-1106_PACK	00300997320_1106_P-at-1106-186249	OP375142T003	2017-06-01	2017-06-01	 15	 0.004	 120
1106_PACK-x-1106_PACK	00299668310_1106_P-at-1106-186228	OP382868T003	2017-06-01	2017-06-01	 15	 47.20000076	 47.20000076
1106_PACK-x-1106_PACK	00299668210_1106_P-at-1106-186226	OP382915T003	2017-06-01	2017-06-01	 15	 72.80003357	 145.60006714
1106_PACK-x-1106_PACK	00300997310_1106_P-at-1106-186248	OP385032T003	2017-06-01	2017-06-01	 15	 47.20000076	 94.40000153
1106_PACK-x-1106_PACK	00300997210_1106_P-at-1106-186246	OP385064T003	2017-06-01	2017-06-01	 15	 72.80003357	 72.80003357
1106_PACK-x-1106_PACK	00579104320_1106_P-at-1106-186329	OP393250T003	2017-06-01	2017-06-01	 15	 0.004	 1334
1106_PACK-x-1106_PACK	00110908320_1106_P-at-1106-186149	OP393998T003	2017-06-01	2017-06-01	 15	 0.004	 40
1106_PACK-x-1106_PACK	00579104310_1106_P-at-1106-186328	OP403232T003	2017-06-01	2017-06-01	 15	 54.27999878	 1574.11999512
1106_PACK-x-1106_PACK	00579104210_1106_P-at-1106-186326	OP403269T003	2017-06-01	2017-06-01	 15	 83.72001648	 669.76013184
1106_PACK-x-1106_PACK	00110908310_1106_P-at-1106-186148	OP404038T003	2017-06-01	2017-06-01	 15	 47.20000076	 94.40000153
1106_PACK-x-1106_PACK	00110908210_1106_P-at-1106-186146	OP404083T003	2017-06-01	2017-06-01	 15	 72.80003357	 72.80003357
1106_PACK-x-1106_PACK	00300W53320_1106_P-at-1106-186254	OP435695T003	2017-06-01	2017-06-01	 15	 0.004	 480
1106_PACK-x-1106_PACK	00120959240_1106_P-at-1106-186167	OP435746T003	2017-06-01	2017-06-01	 15	 107.19999695	 107.19999695
1106_PACK-x-1106_PACK	00300W53310_1106_P-at-1106-186253	OP445452T003	2017-06-01	2017-06-01	 15	 47.20000076	 94.40000153
1106_PACK-x-1106_PACK	00119184328_1106_P-at-1106-186164	OP453538T003	2017-06-01	2017-06-01	 15	 40	 80
1106_PACK-x-1106_PACK	00120959320_1106_P-at-1106-186169	OP455790T003	2017-06-01	2017-06-01	 15	 0.004	 480
1106_PACK-x-1106_PACK	00120959310_1106_P-at-1106-186168	OP465892T003	2017-06-01	2017-06-01	 15	 94.40000153	 94.40000153
1106_PACK-x-1106_PACK	0012W106320_1106_P-at-1106-186184	OP471474T003	2017-06-01	2017-06-01	 15	 0.004	 240
1106_PACK-x-1106_PACK	0012W106210_1106_P-at-1106-186181	OP481526T003	2017-06-01	2017-06-01	 15	 145.60009766	 145.60009766
1106_PACK-x-1106_PACK	10079263243_1106_P-at-1106-186367	OP495102T003	2017-06-01	2017-06-01	 15	 48.23999023	 48.23999023
1106_PACK-x-1106_PACK	00129188329_1106_P-at-1106-186179	OP513777T003	2017-06-01	2017-06-01	 15	 0.004	 239.99995422
1106_PACK-x-1106_PACK	00519602313_1106_P-at-1106-186278	OP523769T003	2017-06-01	2017-06-01	 15	 118	 236
